Transaction Date,Transaction Type,Fee Name,Transaction Number,Details,Seller SKU,Lazada SKU,Amount,VAT in Amount,WHT Amount,WHT included in Amount,Statement,Paid Status,Order No.,Order Item No.,Order Item Status,Shipping Provider,Shipping Speed,Shipment Type,Reference,Comment,PaymentRefId
27 Feb 2021,Orders-Daraz Fees,Payment Fee,PK2NBNJY3NX-LJBEQRN-210227,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,-0.84,0.10,0.00,No,15 Feb 2021 - 28 Feb 2021,Not paid,125936350098447,125936350398447,Delivered,PK-DEX,standard,Dropshipping,125936350398447,,
27 Feb 2021,Orders-Daraz Fees,Auto. Shipping fee subsidy (by Daraz),PK2NBNJY3NX-N4UMWU7-210227,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,0.00,0.00,0.00,No,15 Feb 2021 - 28 Feb 2021,Not paid,125936350098447,125936350398447,Delivered,PK-DEX,standard,Dropshipping,125936350398447,,
02 Mar 2021,Orders-Daraz Fees,Commission,PK2NBNJY3NX-TWS7NB6-210302,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,-8.60,0.99,0.00,No,01 Mar 2021 - 14 Mar 2021,Not paid,125433081862805,125433082062805,Delivered,PK-DEX,standard,Dropshipping,125433082062805,,
02 Mar 2021,Orders-Other Credit,Shipping Fee (Paid By Customer),PK2NBNJY3NX-7K3TMNF-210302,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,69.00,0.00,0.00,No,01 Mar 2021 - 14 Mar 2021,Not paid,125433081862805,125433082062805,Delivered,PK-DEX,standard,Dropshipping,125433082062805,,
02 Mar 2021,Orders-Item Charges,Item Price Credit,PK2NBNJY3NX-TRMOWOJ-210302,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,59.00,0.00,0.00,No,01 Mar 2021 - 14 Mar 2021,Not paid,125433081862805,125433082062805,Delivered,PK-DEX,standard,Dropshipping,125433082062805,,
02 Mar 2021,Orders-Daraz Fees,Automatic Shipping Fee,PK2NBNJY3NX-WLZ02GE-210302,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,-77.97,8.97,0.00,No,01 Mar 2021 - 14 Mar 2021,Not paid,125433081862805,125433082062805,Delivered,PK-DEX,standard,Dropshipping,125433082062805,,
02 Mar 2021,Orders-Daraz Fees,Payment Fee,PK2NBNJY3NX-JXL19DZ-210302,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,-0.84,0.10,0.00,No,01 Mar 2021 - 14 Mar 2021,Not paid,125433081862805,125433082062805,Delivered,PK-DEX,standard,Dropshipping,125433082062805,,
02 Mar 2021,Orders-Daraz Fees,Auto. Shipping fee subsidy (by Daraz),PK2NBNJY3NX-HSMA1DJ-210302,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,0.00,0.00,0.00,No,01 Mar 2021 - 14 Mar 2021,Not paid,125433081862805,125433082062805,Delivered,PK-DEX,standard,Dropshipping,125433082062805,,
01 Mar 2021,Orders-Daraz Fees,Commission,PK2NBNJY3NX-AMR6IIN-210301,M2S2 Pack of 2 120ml Plastic Spray Bottles Refillable Empty Pocket Sized Travel Essential Oils Set Cleaning Solution Makeup Bottles Mini Portable Bottles,m2s2_spray_bottle,193088243_PK-1386248656,-18.23,2.10,0.00,No,01 Mar 2021 - 14 Mar 2021,Not paid,125399262772473,125399262872473,Delivered,PK-DEX,standard,Dropshipping,125399262872473,,
01 Mar 2021,Orders-Other Credit,Shipping Fee (Paid By Customer),PK2NBNJY3NX-GMOPQMO-210301,M2S2 Pack of 2 120ml Plastic Spray Bottles Refillable Empty Pocket Sized Travel Essential Oils Set Cleaning Solution Makeup Bottles Mini Portable Bottles,m2s2_spray_bottle,193088243_PK-1386248656,69.00,0.00,0.00,No,01 Mar 2021 - 14 Mar 2021,Not paid,125399262772473,125399262872473,Delivered,PK-DEX,standard,Dropshipping,125399262872473,,
01 Mar 2021,Orders-Item Charges,Item Price Credit,PK2NBNJY3NX-MOCXBIV-210301,M2S2 Pack of 2 120ml Plastic Spray Bottles Refillable Empty Pocket Sized Travel Essential Oils Set Cleaning Solution Makeup Bottles Mini Portable Bottles,m2s2_spray_bottle,193088243_PK-1386248656,125.00,0.00,0.00,No,01 Mar 2021 - 14 Mar 2021,Not paid,125399262772473,125399262872473,Delivered,PK-DEX,standard,Dropshipping,125399262872473,,
01 Mar 2021,Orders-Daraz Fees,Automatic Shipping Fee,PK2NBNJY3NX-XYEWXUU-210301,M2S2 Pack of 2 120ml Plastic Spray Bottles Refillable Empty Pocket Sized Travel Essential Oils Set Cleaning Solution Makeup Bottles Mini Portable Bottles,m2s2_spray_bottle,193088243_PK-1386248656,-77.97,8.97,0.00,No,01 Mar 2021 - 14 Mar 2021,Not paid,125399262772473,125399262872473,Delivered,PK-DEX,standard,Dropshipping,125399262872473,,
01 Mar 2021,Orders-Daraz Fees,Payment Fee,PK2NBNJY3NX-GBVAHLJ-210301,M2S2 Pack of 2 120ml Plastic Spray Bottles Refillable Empty Pocket Sized Travel Essential Oils Set Cleaning Solution Makeup Bottles Mini Portable Bottles,m2s2_spray_bottle,193088243_PK-1386248656,-1.76,0.20,0.00,No,01 Mar 2021 - 14 Mar 2021,Not paid,125399262772473,125399262872473,Delivered,PK-DEX,standard,Dropshipping,125399262872473,,
01 Mar 2021,Orders-Daraz Fees,Auto. Shipping fee subsidy (by Daraz),PK2NBNJY3NX-D5V0OVM-210301,M2S2 Pack of 2 120ml Plastic Spray Bottles Refillable Empty Pocket Sized Travel Essential Oils Set Cleaning Solution Makeup Bottles Mini Portable Bottles,m2s2_spray_bottle,193088243_PK-1386248656,0.00,0.00,0.00,No,01 Mar 2021 - 14 Mar 2021,Not paid,125399262772473,125399262872473,Delivered,PK-DEX,standard,Dropshipping,125399262872473,,
01 Mar 2021,Orders-Daraz Fees,Commission,PK2NBNJY3NX-ZU7VW1I-210301,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,-8.60,0.99,0.00,No,01 Mar 2021 - 14 Mar 2021,Not paid,125365876492026,125365876592026,Delivered,PK-DEX,standard,Dropshipping,125365876592026,,
01 Mar 2021,Orders-Other Credit,Shipping Fee (Paid By Customer),PK2NBNJY3NX-QY1NYYM-210301,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,43.00,0.00,0.00,No,01 Mar 2021 - 14 Mar 2021,Not paid,125365876492026,125365876592026,Delivered,PK-DEX,standard,Dropshipping,125365876592026,,
01 Mar 2021,Orders-Item Charges,Item Price Credit,PK2NBNJY3NX-AI69W8N-210301,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,59.00,0.00,0.00,No,01 Mar 2021 - 14 Mar 2021,Not paid,125365876492026,125365876592026,Delivered,PK-DEX,standard,Dropshipping,125365876592026,,
01 Mar 2021,Orders-Daraz Fees,Automatic Shipping Fee,PK2NBNJY3NX-64J2K4R-210301,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,-48.59,5.59,0.00,No,01 Mar 2021 - 14 Mar 2021,Not paid,125365876492026,125365876592026,Delivered,PK-DEX,standard,Dropshipping,125365876592026,,
01 Mar 2021,Orders-Daraz Fees,Payment Fee,PK2NBNJY3NX-6168PTN-210301,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,-0.84,0.10,0.00,No,01 Mar 2021 - 14 Mar 2021,Not paid,125365876492026,125365876592026,Delivered,PK-DEX,standard,Dropshipping,125365876592026,,
01 Mar 2021,Orders-Daraz Fees,Auto. Shipping fee subsidy (by Daraz),PK2NBNJY3NX-L53PR6M-210301,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,0.00,0.00,0.00,No,01 Mar 2021 - 14 Mar 2021,Not paid,125365876492026,125365876592026,Delivered,PK-DEX,standard,Dropshipping,125365876592026,,
28 Feb 2021,Orders-Daraz Fees,Commission,PK2NBNJY3NX-3H1XUU3-210228,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,-8.60,0.99,0.00,No,15 Feb 2021 - 28 Feb 2021,Not paid,125900125084649,125900125284649,Delivered,PK-MOVEX,standard,Dropshipping,125900125284649,,
28 Feb 2021,Orders-Other Credit,Shipping Fee (Paid By Customer),PK2NBNJY3NX-IL9R0J9-210228,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,24.00,0.00,0.00,No,15 Feb 2021 - 28 Feb 2021,Not paid,125900125084649,125900125284649,Delivered,PK-MOVEX,standard,Dropshipping,125900125284649,,
28 Feb 2021,Orders-Item Charges,Item Price Credit,PK2NBNJY3NX-9JJ9NCC-210228,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,59.00,0.00,0.00,No,15 Feb 2021 - 28 Feb 2021,Not paid,125900125084649,125900125284649,Delivered,PK-MOVEX,standard,Dropshipping,125900125284649,,
28 Feb 2021,Orders-Daraz Fees,Automatic Shipping Fee,PK2NBNJY3NX-QAYJRFH-210228,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,-27.12,3.12,0.00,No,15 Feb 2021 - 28 Feb 2021,Not paid,125900125084649,125900125284649,Delivered,PK-MOVEX,standard,Dropshipping,125900125284649,,
28 Feb 2021,Orders-Daraz Fees,Payment Fee,PK2NBNJY3NX-URQB6G2-210228,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,-0.84,0.10,0.00,No,15 Feb 2021 - 28 Feb 2021,Not paid,125900125084649,125900125284649,Delivered,PK-MOVEX,standard,Dropshipping,125900125284649,,
28 Feb 2021,Orders-Daraz Fees,Auto. Shipping fee subsidy (by Daraz),PK2NBNJY3NX-RO8PVXH-210228,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,0.00,0.00,0.00,No,15 Feb 2021 - 28 Feb 2021,Not paid,125900125084649,125900125284649,Delivered,PK-MOVEX,standard,Dropshipping,125900125284649,,
27 Feb 2021,Orders-Daraz Fees,Commission,PK2NBNJY3NX-W53HNJA-210227,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,-8.60,0.99,0.00,No,15 Feb 2021 - 28 Feb 2021,Not paid,125967364456239,125967364756239,Delivered,PK-TCS,standard,Dropshipping,125967364756239,,
27 Feb 2021,Orders-Other Credit,Shipping Fee (Paid By Customer),PK2NBNJY3NX-SF89AXY-210227,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,30.00,0.00,0.00,No,15 Feb 2021 - 28 Feb 2021,Not paid,125967364456239,125967364756239,Delivered,PK-TCS,standard,Dropshipping,125967364756239,,
27 Feb 2021,Orders-Item Charges,Item Price Credit,PK2NBNJY3NX-LARWZ4O-210227,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,59.00,0.00,0.00,No,15 Feb 2021 - 28 Feb 2021,Not paid,125967364456239,125967364756239,Delivered,PK-TCS,standard,Dropshipping,125967364756239,,
27 Feb 2021,Orders-Daraz Fees,Automatic Shipping Fee,PK2NBNJY3NX-YOLM336-210227,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,-33.90,3.90,0.00,No,15 Feb 2021 - 28 Feb 2021,Not paid,125967364456239,125967364756239,Delivered,PK-TCS,standard,Dropshipping,125967364756239,,
27 Feb 2021,Orders-Daraz Fees,Payment Fee,PK2NBNJY3NX-9W8Y66X-210227,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,-0.84,0.10,0.00,No,15 Feb 2021 - 28 Feb 2021,Not paid,125967364456239,125967364756239,Delivered,PK-TCS,standard,Dropshipping,125967364756239,,
27 Feb 2021,Orders-Daraz Fees,Auto. Shipping fee subsidy (by Daraz),PK2NBNJY3NX-CC1WDFP-210227,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,0.00,0.00,0.00,No,15 Feb 2021 - 28 Feb 2021,Not paid,125967364456239,125967364756239,Delivered,PK-TCS,standard,Dropshipping,125967364756239,,
01 Mar 2021,Orders-Daraz Fees,Commission,PK2NBNJY3NX-ZVUPKKS-210301,M2S2 Pack of 2 120ml Plastic Spray Bottles Refillable Empty Pocket Sized Travel Essential Oils Set Cleaning Solution Makeup Bottles Mini Portable Bottles,m2s2_spray_bottle,193088243_PK-1386248656,-18.23,2.10,0.00,No,01 Mar 2021 - 14 Mar 2021,Not paid,125424699769985,125424699869985,Delivered,PK-DEX,standard,Dropshipping,125424699869985,,
01 Mar 2021,Orders-Other Credit,Shipping Fee (Paid By Customer),PK2NBNJY3NX-CUYCKA3-210301,M2S2 Pack of 2 120ml Plastic Spray Bottles Refillable Empty Pocket Sized Travel Essential Oils Set Cleaning Solution Makeup Bottles Mini Portable Bottles,m2s2_spray_bottle,193088243_PK-1386248656,49.00,0.00,0.00,No,01 Mar 2021 - 14 Mar 2021,Not paid,125424699769985,125424699869985,Delivered,PK-DEX,standard,Dropshipping,125424699869985,,
01 Mar 2021,Orders-Item Charges,Item Price Credit,PK2NBNJY3NX-43KVIG6-210301,M2S2 Pack of 2 120ml Plastic Spray Bottles Refillable Empty Pocket Sized Travel Essential Oils Set Cleaning Solution Makeup Bottles Mini Portable Bottles,m2s2_spray_bottle,193088243_PK-1386248656,125.00,0.00,0.00,No,01 Mar 2021 - 14 Mar 2021,Not paid,125424699769985,125424699869985,Delivered,PK-DEX,standard,Dropshipping,125424699869985,,
01 Mar 2021,Orders-Daraz Fees,Automatic Shipping Fee,PK2NBNJY3NX-L7JHE72-210301,M2S2 Pack of 2 120ml Plastic Spray Bottles Refillable Empty Pocket Sized Travel Essential Oils Set Cleaning Solution Makeup Bottles Mini Portable Bottles,m2s2_spray_bottle,193088243_PK-1386248656,-55.37,6.37,0.00,No,01 Mar 2021 - 14 Mar 2021,Not paid,125424699769985,125424699869985,Delivered,PK-DEX,standard,Dropshipping,125424699869985,,
01 Mar 2021,Orders-Daraz Fees,Payment Fee,PK2NBNJY3NX-NACCWPA-210301,M2S2 Pack of 2 120ml Plastic Spray Bottles Refillable Empty Pocket Sized Travel Essential Oils Set Cleaning Solution Makeup Bottles Mini Portable Bottles,m2s2_spray_bottle,193088243_PK-1386248656,-1.76,0.20,0.00,No,01 Mar 2021 - 14 Mar 2021,Not paid,125424699769985,125424699869985,Delivered,PK-DEX,standard,Dropshipping,125424699869985,,
01 Mar 2021,Orders-Daraz Fees,Auto. Shipping fee subsidy (by Daraz),PK2NBNJY3NX-11VBYL9-210301,M2S2 Pack of 2 120ml Plastic Spray Bottles Refillable Empty Pocket Sized Travel Essential Oils Set Cleaning Solution Makeup Bottles Mini Portable Bottles,m2s2_spray_bottle,193088243_PK-1386248656,0.00,0.00,0.00,No,01 Mar 2021 - 14 Mar 2021,Not paid,125424699769985,125424699869985,Delivered,PK-DEX,standard,Dropshipping,125424699869985,,
01 Mar 2021,Orders-Daraz Fees,Commission,PK2NBNJY3NX-1C3ZEVT-210301,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,-8.60,0.99,0.00,No,01 Mar 2021 - 14 Mar 2021,Not paid,125403651913978,125403652513978,Delivered,PK-DEX,standard,Dropshipping,125403652513978,,
01 Mar 2021,Orders-Other Credit,Shipping Fee (Paid By Customer),PK2NBNJY3NX-ZZM44QH-210301,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,69.00,0.00,0.00,No,01 Mar 2021 - 14 Mar 2021,Not paid,125403651913978,125403652513978,Delivered,PK-DEX,standard,Dropshipping,125403652513978,,
01 Mar 2021,Orders-Item Charges,Item Price Credit,PK2NBNJY3NX-MFL0ZHD-210301,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,59.00,0.00,0.00,No,01 Mar 2021 - 14 Mar 2021,Not paid,125403651913978,125403652513978,Delivered,PK-DEX,standard,Dropshipping,125403652513978,,
01 Mar 2021,Orders-Daraz Fees,Automatic Shipping Fee,PK2NBNJY3NX-QS2773Z-210301,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,-77.97,8.97,0.00,No,01 Mar 2021 - 14 Mar 2021,Not paid,125403651913978,125403652513978,Delivered,PK-DEX,standard,Dropshipping,125403652513978,,
01 Mar 2021,Orders-Daraz Fees,Payment Fee,PK2NBNJY3NX-TDBRHRS-210301,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,-0.84,0.10,0.00,No,01 Mar 2021 - 14 Mar 2021,Not paid,125403651913978,125403652513978,Delivered,PK-DEX,standard,Dropshipping,125403652513978,,
01 Mar 2021,Orders-Daraz Fees,Auto. Shipping fee subsidy (by Daraz),PK2NBNJY3NX-F46JIEI-210301,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,0.00,0.00,0.00,No,01 Mar 2021 - 14 Mar 2021,Not paid,125403651913978,125403652513978,Delivered,PK-DEX,standard,Dropshipping,125403652513978,,
02 Mar 2021,Orders-Daraz Fees,Commission,PK2NBNJY3NX-TY4ZOPR-210302,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,-8.60,0.99,0.00,No,01 Mar 2021 - 14 Mar 2021,Not paid,126058524496166,126058525296166,Delivered,PK-DEX,standard,Dropshipping,126058525296166,,
02 Mar 2021,Orders-Other Credit,Shipping Fee (Paid By Customer),PK2NBNJY3NX-S5NHZFX-210302,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,24.00,0.00,0.00,No,01 Mar 2021 - 14 Mar 2021,Not paid,126058524496166,126058525296166,Delivered,PK-DEX,standard,Dropshipping,126058525296166,,
02 Mar 2021,Orders-Item Charges,Item Price Credit,PK2NBNJY3NX-9FNLQ1P-210302,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,59.00,0.00,0.00,No,01 Mar 2021 - 14 Mar 2021,Not paid,126058524496166,126058525296166,Delivered,PK-DEX,standard,Dropshipping,126058525296166,,
02 Mar 2021,Orders-Daraz Fees,Automatic Shipping Fee,PK2NBNJY3NX-AFEG7OO-210302,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,-27.12,3.12,0.00,No,01 Mar 2021 - 14 Mar 2021,Not paid,126058524496166,126058525296166,Delivered,PK-DEX,standard,Dropshipping,126058525296166,,
02 Mar 2021,Orders-Daraz Fees,Payment Fee,PK2NBNJY3NX-VTVE241-210302,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,-0.84,0.10,0.00,No,01 Mar 2021 - 14 Mar 2021,Not paid,126058524496166,126058525296166,Delivered,PK-DEX,standard,Dropshipping,126058525296166,,
02 Mar 2021,Orders-Daraz Fees,Auto. Shipping fee subsidy (by Daraz),PK2NBNJY3NX-SHMGW0S-210302,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,0.00,0.00,0.00,No,01 Mar 2021 - 14 Mar 2021,Not paid,126058524496166,126058525296166,Delivered,PK-DEX,standard,Dropshipping,126058525296166,,
01 Mar 2021,Orders-Daraz Fees,Commission,PK2NBNJY3NX-61SH1EZ-210301,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,-8.60,0.99,0.00,No,01 Mar 2021 - 14 Mar 2021,Not paid,125409809281321,125409809581321,Delivered,PK-DEX,standard,Dropshipping,125409809581321,,
01 Mar 2021,Orders-Other Credit,Shipping Fee (Paid By Customer),PK2NBNJY3NX-L8CYHTB-210301,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,23.00,0.00,0.00,No,01 Mar 2021 - 14 Mar 2021,Not paid,125409809281321,125409809581321,Delivered,PK-DEX,standard,Dropshipping,125409809581321,,
01 Mar 2021,Orders-Item Charges,Item Price Credit,PK2NBNJY3NX-TLLH5VW-210301,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,59.00,0.00,0.00,No,01 Mar 2021 - 14 Mar 2021,Not paid,125409809281321,125409809581321,Delivered,PK-DEX,standard,Dropshipping,125409809581321,,
01 Mar 2021,Orders-Daraz Fees,Automatic Shipping Fee,PK2NBNJY3NX-ZVAMAC4-210301,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,-25.99,2.99,0.00,No,01 Mar 2021 - 14 Mar 2021,Not paid,125409809281321,125409809581321,Delivered,PK-DEX,standard,Dropshipping,125409809581321,,
01 Mar 2021,Orders-Daraz Fees,Payment Fee,PK2NBNJY3NX-LZY2JGY-210301,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,-0.84,0.10,0.00,No,01 Mar 2021 - 14 Mar 2021,Not paid,125409809281321,125409809581321,Delivered,PK-DEX,standard,Dropshipping,125409809581321,,
01 Mar 2021,Orders-Daraz Fees,Auto. Shipping fee subsidy (by Daraz),PK2NBNJY3NX-JQT6VO6-210301,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,0.00,0.00,0.00,No,01 Mar 2021 - 14 Mar 2021,Not paid,125409809281321,125409809581321,Delivered,PK-DEX,standard,Dropshipping,125409809581321,,
01 Mar 2021,Orders-Daraz Fees,Commission,PK2NBNJY3NX-1LABCA9-210301,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,-8.60,0.99,0.00,No,01 Mar 2021 - 14 Mar 2021,Not paid,125423229754141,125423229854141,Delivered,PK-DEX,standard,Dropshipping,125423229854141,,
01 Mar 2021,Orders-Other Credit,Shipping Fee (Paid By Customer),PK2NBNJY3NX-Y7XK1VR-210301,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,69.00,0.00,0.00,No,01 Mar 2021 - 14 Mar 2021,Not paid,125423229754141,125423229854141,Delivered,PK-DEX,standard,Dropshipping,125423229854141,,
01 Mar 2021,Orders-Item Charges,Item Price Credit,PK2NBNJY3NX-R2KKYHY-210301,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,59.00,0.00,0.00,No,01 Mar 2021 - 14 Mar 2021,Not paid,125423229754141,125423229854141,Delivered,PK-DEX,standard,Dropshipping,125423229854141,,
01 Mar 2021,Orders-Daraz Fees,Automatic Shipping Fee,PK2NBNJY3NX-18OJKAW-210301,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,-77.97,8.97,0.00,No,01 Mar 2021 - 14 Mar 2021,Not paid,125423229754141,125423229854141,Delivered,PK-DEX,standard,Dropshipping,125423229854141,,
01 Mar 2021,Orders-Daraz Fees,Payment Fee,PK2NBNJY3NX-66GXA4F-210301,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,-0.84,0.10,0.00,No,01 Mar 2021 - 14 Mar 2021,Not paid,125423229754141,125423229854141,Delivered,PK-DEX,standard,Dropshipping,125423229854141,,
01 Mar 2021,Orders-Daraz Fees,Auto. Shipping fee subsidy (by Daraz),PK2NBNJY3NX-P8DUJ47-210301,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,0.00,0.00,0.00,No,01 Mar 2021 - 14 Mar 2021,Not paid,125423229754141,125423229854141,Delivered,PK-DEX,standard,Dropshipping,125423229854141,,
01 Mar 2021,Orders-Daraz Fees,Commission,PK2NBNJY3NX-FOZSF15-210301,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,-8.60,0.99,0.00,No,01 Mar 2021 - 14 Mar 2021,Not paid,125431896996217,125431897096217,Delivered,PK-DEX,standard,Dropshipping,125431897096217,,
01 Mar 2021,Orders-Other Credit,Shipping Fee (Paid By Customer),PK2NBNJY3NX-1OK0J6Y-210301,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,25.00,0.00,0.00,No,01 Mar 2021 - 14 Mar 2021,Not paid,125431896996217,125431897096217,Delivered,PK-DEX,standard,Dropshipping,125431897096217,,
01 Mar 2021,Orders-Item Charges,Item Price Credit,PK2NBNJY3NX-GXJ9LF7-210301,M2S2 Space Saving Magic Plastic Hangers for Clothes Nine Hole Hangers Cabinet Home Storage Stand,m2s2hangers,174562749_PK-1381180218,59.00,0.00,0.00,No,01 Mar 2021 - 14 Mar 2021,Not paid,125431896996217,125431897096217,Delivered,PK-DEX,standard,Dropshipping,125431897096217,,
